StrongSeed,WeakSeed,Round,Slot
X15,Y08,6,R6CH
X15,Y09,6,R6CH
X15,Y10,6,R6CH
X15,Y11,6,R6CH
X15,Y12,6,R6CH
X15,Y13,6,R6CH
X15,Y14,6,R6CH
X15,Y15,6,R6CH
X15,Y16,6,R6CH
X15,Z01,6,R6CH
X15,Z02,6,R6CH
X15,Z03,6,R6CH
X15,Z04,6,R6CH
X15,Z05,6,R6CH
X15,Z06,6,R6CH
X15,Z07,6,R6CH
X15,Z08,6,R6CH
X15,Z09,6,R6CH
X15,Z10,6,R6CH
X15,Z11,6,R6CH
X15,Z12,6,R6CH
X15,Z13,6,R6CH
X15,Z14,6,R6CH
X15,Z15,6,R6CH
X15,Z16,6,R6CH
X16,Y01,6,R6CH
X16,Y02,6,R6CH
X16,Y03,6,R6CH
X16,Y04,6,R6CH
X16,Y05,6,R6CH
X16,Y06,6,R6CH
X16,Y07,6,R6CH
X16,Y08,6,R6CH
X16,Y09,6,R6CH
X16,Y10,6,R6CH
X16,Y11,6,R6CH
X16,Y12,6,R6CH
X16,Y13,6,R6CH
X16,Y14,6,R6CH
X16,Y15,6,R6CH
X16,Y16,6,R6CH
X16,Z01,6,R6CH
X16,Z02,6,R6CH
X16,Z03,6,R6CH
X16,Z04,6,R6CH
X16,Z05,6,R6CH
X16,Z06,6,R6CH
X16,Z07,6,R6CH
X16,Z08,6,R6CH
X16,Z09,6,R6CH
X16,Z10,6,R6CH
X16,Z11,6,R6CH
X16,Z12,6,R6CH
X16,Z13,6,R6CH
X16,Z14,6,R6CH
X16,Z15,6,R6CH
X16,Z16,6,R6CH
